borough,actual,forecast,naive,centre,samp_sd,origin_wave,target_wave,covid,lo_samp,hi_samp,cov_samp,lo_cal,hi_cal,cov_cal
E09000029,58.89665603637695,59.74419954312309,57.240612,59.868546022390454,1.4240955164359836,6,7,0,57.52590889785326,62.211183146927645,True,53.74569848320358,65.99139356157733,True
E09000030,66.743896484375,65.06415172680445,59.060192,64.36653461540378,1.3883431105014428,6,7,0,62.0827101986289,66.65035903217866,False,58.26594716356573,70.46712206724183,True
E09000031,61.81232452392578,62.63773303375683,57.825817,62.647792054828344,1.2562076934800808,6,7,0,60.58133039905361,64.71425371060307,True,56.62520315422637,68.67038095543032,True
E09000032,72.68624877929688,73.54832722634355,74.44503,73.38043338415125,1.2665530059478396,6,7,0,71.29695368936704,75.46391307893545,True,67.35198408690698,79.40888268139551,True
E09000033,70.35221099853516,67.18348527461859,63.470196,67.05034484125653,1.3315469785907494,6,7,0,64.85995006147475,69.24073962103832,False,60.98411515699942,73.11657452551364,True
E09000002,48.81450271606445,51.80927039780234,51.91595,51.80651170232485,1.4760272460426926,7,8,0,49.37844688258462,54.234576522065076,False,45.65047303612667,57.962550368523026,True
E09000003,71.00749969482422,61.52432355882943,63.744755,61.86408327753908,1.2139530582535278,7,8,0,59.86713049671203,63.86103605836613,False,55.86498887090405,67.86317768417412,False
E09000004,61.188621520996094,59.413304888174615,60.090427,59.148699337708045,1.2849798498068403,7,8,0,57.03490748477579,61.2624911906403,True,53.10970693099071,65.18769174442538,True
E09000005,59.602535247802734,57.301362060901816,57.525517,57.09145697400199,1.1225222930791812,7,8,0,55.24490780188674,58.938006146117246,False,51.14073793039841,63.04217601760558,True
E09000006,63.871341705322266,67.59446836824223,69.99306,67.46288081586042,1.0866209916197016,7,8,0,65.675389284646,69.25037234707483,False,61.53022211465148,73.39553951706935,True
E09000007,73.6617660522461,68.38776724279967,71.07986,68.45512690613876,1.339356941603351,7,8,0,66.25188473720125,70.65836907507627,False,62.38424646374399,74.52600734853353,True
E09000008,62.726444244384766,61.54175128454826,59.920578,61.08578718653621,1.2981027120099156,7,8,0,58.9504082252799,63.221166147792516,True,55.03920496192015,67.13236941115227,True
E09000009,66.51812744140625,60.347110632812964,64.22047,60.59806453808528,1.1818976154694547,7,8,0,58.65384296063803,62.542286115532534,False,54.616316396189106,66.57981267998146,True
