variable,in_waves,n_waves,first_wave,last_wave,label_y_latest,value_scheme_stable,schemes_seen
FREQUENCYGR_SWIMOUTPOOL_U03,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days (grouped): Swimming - Outdoor pool,YES,"[w2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_SWIM_L01,1;2;3;4;5;6;7;8,8,1,8,"Frequency: Sessions in last 28 days (grouped): Swimming, diving or water polo",YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_TABLETENNIS_G03,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Table Tennis,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_TAEKWONDO_J05,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Taekwondo,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_TAICHI_J06,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Tai Chi,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_TEAMSPORT_C05,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Team sports,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_TENNIS_G01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Tennis,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_TENPIN_I04,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Ten-pin bowling,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_TRACKANDFIELD_L02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Track and field athletics,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_TRAMPOLINING_U25,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Trampolining,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_TREADMILL_P15,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days (grouped): Treadmill,YES,"[w2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_TRIATHLON_L05,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Triathlon,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_VOLLEYBALL_F10,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Volleyball,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WALKALL_C01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Walking,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WALKALL_NOHILL_D06,1;2;3;4;5;6;7;8,8,1,8,Frequency Grouped: Sessions in the last 28 days: Any walking excluding hill walking,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1|2=2-3|3=4+"
FREQUENCYGR_WALKLEISURE_B01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Walking for leisure,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WALKTRAV_B02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Walking for travel,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WATERCLASS_P08,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Water-based class,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WATERPOLO_U06,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Water polo,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WATERSKIING_H10,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Waterskiing,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WATERSPORTS_D02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Water sports,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WEIGHTLIFTING_P19,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days (grouped): Weightlifting or powerlifting,YES,"[w2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WEIGHTSCLASS_P09,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Weights-based class,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WEIGHTS_E04,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days (grouped): Weights session,YES,"[w2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WHEELCHBASKETBALL_F08,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Wheelchair Basketball,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WHEELCHRUGBY_F05,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Wheelchair Rugby,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WINTER_C10,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Winter sports,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_WRESTLING_J09,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Wrestling,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_XFIT_P23,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Cross fit,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_XTRAINING_P21,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Cross training,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_XTRAINMACHINE_P11,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days (grouped): Cross training machine,YES,"[w2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCYGR_YOGA_P02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days (grouped): Yoga,YES,"[w1,2,3,4,5,6,7,8] 0=0|1=1 day|2=2-3 days|3=4+ days"
FREQUENCY_ABSEILING_H03,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Abseiling,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_ACTPLAY_I10,6;7;8,3,6,8,Frequency: Sessions in last 28 days: Active play such as throwing or catching a ball or play activities with children,YES,"[w6,7,8] "
FREQUENCY_ACTTRAV_C03,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Active Travel,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_ADVENTURE_D01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Adventure sports,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_ADVWATERSPORT_C07,1;2;3;4;5;6;7;8,8,1,8,"Frequency: Sessions in last 28 days: Adventure, outdoor and water sports",YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_AIKIDO_S04,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Aikido,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_AIRGUN_S08,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Airgun (including pistol),YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_ANGLING_I01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Angling,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_ARCHERY_J01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Archery,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_ATHLETICS_D03,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Athletics,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BADMINTON_G02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Badminton,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BASESOFTBALL_F13,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Baseball or Softball,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BASKETBALL_F07,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Basketball,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BOCCIA_L11,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Boccia,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BODYWEIGHT_P25,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days: Body weight exercises,YES,"[w2,3,4,5,6,7,8] "
FREQUENCY_BOOTCAMP_P22,1;2;3;4;5;6;7;8,8,1,8,"Frequency: Sessions in last 28 days: Bootcamp (e.g. drill sergeant, military fitness)",YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BOULES_L12,1;2;3;4;5;6;7;8,8,1,8,"Frequency: Sessions in last 28 days: Boules, petanque, deck bowls",YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BOWLSBOULES_C12,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Bowls or boules,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BOWLSCARPET_U18,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Carpet bowls,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BOWLSCROWNGREEN_U19,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Crown green bowls,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BOWLSFLATGREEN_U20,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Flat green bowls,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BOWLSSHORTMAT_U23,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Short mat bowls,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BOWLS_L10,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Bowls,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BOXCLASS_P03,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Boxing class,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BOXINGTRAD_S01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Boxing (traditional),YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_BOXING_J02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Boxing,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CANOEING_H09,1;2;3;4;5;6;7;8,8,1,8,"Frequency: Sessions in last 28 days: Canoeing, kayaking, rafting or paddleboarding",YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CANOE_R09,8,1,8,8,"Frequency: Sessions in last 28 days: Canoeing, kayaking or rafting",YES,[w8] 
FREQUENCY_CAPPED_SPORTCOUNT_A01,1;2;3;4;5;6;7;8,8,1,8,"Activity capped: Frequency: Sessions in last 28 days: Sport (count definition), capped at 280 sessions/last 28 days",YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CARDIOCLASS_P04,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Cardio class,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CAVING_H02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Caving or pot holing,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CHEERLEADING_L15,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Cheerleading,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CIRCUITS_P20,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Circuit training,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CLIMBBOULD_H16,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Climbing or bouldering,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CLIMBWALL_R02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Climbing or bouldering wall,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_COMBATTARGET_C09,1;2;3;4;5;6;7;8,8,1,8,"Frequency: Sessions in last 28 days: Combat sports, martial arts or target sports",YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CORECLASS_P05,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Core strength class,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CRICKETLONG_Q06,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Long form cricket match (e.g. 40-50 overs),YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CRICKETNETPRAC_Q09,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Cricket nets or practice,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CRICKETOTH_Q12,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Other cricket,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CRICKETSHORT_Q07,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Short form cricket match (e.g. 20:20),YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CRICKET_F02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Cricket,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CROQUET_I05,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Croquet,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCALL_C02,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days: Cycling,YES,"[w2,3,4,5,6,7,8] "
FREQUENCY_CYCALL_NOEXBIKE_D05,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in the last 28 days: Any cycling excluding exercise bike and spinning,YES,"[w2,3,4,5,6,7,8] "
FREQUENCY_CYCBMX_N03,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: BMX,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCCROSS_N06,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Cyclo-cross,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCLECLASS_P06,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Cycle class,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCLEISSPORT_B03,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days: Cycling for leisure and sport,YES,"[w2,3,4,5,6,7,8] "
FREQUENCY_CYCLEISURE_N01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Cycling for leisure,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCMOUNTAIN_N02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Mountain biking,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCROAD_N04,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Road cycling or racing,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCTRACK_N05,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Track cycling,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCTRAV_B04,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Cycling for travel,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCWALK_LEISURE_D09,1;2;3;4;5;6;7;8,8,1,8,"Frequency: Sessions in the last 28 days: Any walking or cycling for leisure excluding exercise bike, and spinning",YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCWALK_NOEXBIKE_D07,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in the last 28 days: Any walking or cycling excluding exercise bike and spinning,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCWALK_NOHILLEXBIKE_D08,1;2;3;4;5;6;7;8,8,1,8,"Frequency: Sessions in the last 28 days: Any walking or cycling excluding hill walking, exercise bike and spinning",YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYCWALK_TRAVEL_D10,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in the last 28 days: Any walking or cycling for travel,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_CYC_OLD_M02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Cycling_old,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_DANCEALL_C04,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Dance,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_DANCEART_B05,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Creative or artistic dance,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_DANCECLASS_P07,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Dance-based class,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_DANCEOTHER_O01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Other types of dancing,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_DARTS_I08,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Darts,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_DIVING_U05,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Diving,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_DODGEBALL_F12,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Dodgeball,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_DRIVINGRANGE_U10,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Driving range,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_EQUESTDRESSAGE_U15,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Dressage,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_EQUESTEVENTING_U16,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Eventing,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_EQUESTHACKING_U12,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Hacking or pony trekking,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_EQUESTOTHER_U17,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Other horse riding,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_EQUESTSCHOOLING_U13,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Schooling,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_EQUESTSHOWJUMP_U14,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Show jumping,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_EQUEST_L09,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Equestrian,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_EXBIKE_P12,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days: Exercise bike,YES,"[w2,3,4,5,6,7,8] "
FREQUENCY_EXMACHINESOTHER_P16,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days: Other exercise machine,YES,"[w2,3,4,5,6,7,8] "
FREQUENCY_EXMACHINES_E03,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days: Exercise machines,YES,"[w2,3,4,5,6,7,8] "
FREQUENCY_FELLRUNNING_L04,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Fell running,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_FENCING_J03,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Fencing,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_FITCLASS_E02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Fitness class,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_FITNESS_B06,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days: Fitness activities,YES,"[w2,3,4,5,6,7,8] "
FREQUENCY_FOOTBALL11_Q01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: 11 a-side football,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_FOOTBALLOTHER_Q05,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Other football,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_FOOTBALLSMALL_Q02,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Small sided football,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_FOOTBALLWALK_Q04,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Walking football,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_FOOTBALL_F01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Football,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_FREEWEIGHTS_P18,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days: Free weights,YES,"[w2,3,4,5,6,7,8] "
FREQUENCY_FRISBEE_I03,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Frisbee or ultimate frisbee,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_FUTSAL_Q03,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Futsal,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GARDENTRAMP_L14,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Garden trampolining,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GARD_B08,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Gardening,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GENERICFITNESS_E06,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days: Generic fitness training,YES,"[w2,3,4,5,6,7,8] "
FREQUENCY_GLIDING_H08,1;2;3;4;5;6;7;8,8,1,8,"Frequency: Sessions in last 28 days: Gliding, paragliding or handgliding",YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GOALBALL_F15,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Goalball,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GOLFADV_U11,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Adventure or crazy golf,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GOLFFULL_U08,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Full course golf,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GOLFSHORT_U09,1;2;3;4;5;6;7;8,8,1,8,"Frequency: Sessions in last 28 days: Short course golf, par 3, pitch and putt, putting",YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GOLF_L08,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Golf,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GR4_SPORTCOUNT_A01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Sport (count definition),YES,"[w1,2,3,4,5,6,7,8] 0=0 sessions|1=1-7 sessions (under 2 sessions a week)|2=8-27 sessions (2-6 sessions a week)|3=28+ sessions (7+ sessions a week)"
FREQUENCY_GR6_SPORTCOUNT_A01,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Sport (count definition),YES,"[w1,2,3,4,5,6,7,8] 0=0 sessions|1=1-7 sessions (under 2 sessions a week)|2=8-15 sessions (2-3 sessions a week)|3=16-27 sessions (4-6 sessions a week)|4=28-39 sessions (7-9 sessions a week)|5=40+ sess"
FREQUENCY_GYMNASTICSONLY_U24,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Gymnastics,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GYMNASTICS_L13,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Gymnastics,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GYMTRAMPCHEER_C13,1;2;3;4;5;6;7;8,8,1,8,"Frequency: Sessions in last 28 days: Gymnastics, trampolining or cheerleading",YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_GYM_E01,2;3;4;5;6;7;8,7,2,8,Frequency: Sessions in last 28 days: Gym session,YES,"[w2,3,4,5,6,7,8] "
FREQUENCY_HANDBALL_F16,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: Handball,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_HIGHROPES_H14,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: High ropes,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_HIIT_P24,1;2;3;4;5;6;7;8,8,1,8,Frequency: Sessions in last 28 days: High intensity,YES,"[w1,2,3,4,5,6,7,8] "
FREQUENCY_HILLWALK_H15,3;4;5;6;7;8,6,3,8,"Frequency: Sessions in last 28 days: Hill and mountain walking, hiking, mountaineering",YES,"[w3,4,5,6,7,8] "
FREQUENCY_HILLWALK_R03,1;2,2,1,2,"Frequency: Sessions in last 28 days: Hill and mountain walking, hiking, mountaineering (ONLINE ONLY)",YES,"[w1,2] "
FREQUENCY_HILLWALK_R06,3;4;5;6;7;8,6,3,8,Frequency: Sessions in last 28 days: Hill or mountain walking or hiking,YES,"[w3,4,5,6,7,8] "
