variable,in_waves,n_waves,first_wave,last_wave,label_y_latest,value_scheme_stable,schemes_seen
DURATIONGR_VOLLEYBALL_F10,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Volleyball,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WALKALL_C01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Walking,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WALKALL_NOHILL_D06,1;2;3;4;5;6;7;8,8,1,8,Duration Grouped: Minutes per week: Any walking excluding hill walking,YES,"[w1,2,3,4,5,6,7,8] 1=0-29 mins|2=30-59 mins|3=60-149 mins|4=150+ mins"
DURATIONGR_WALKLEISURE_B01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Walking for leisure,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WALKTRAV_B02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Walking for travel,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WATERCLASS_P08,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Water-based class,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WATERPOLO_U06,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Water polo,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WATERSKIING_H10,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Waterskiing,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WATERSPORTS_D02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Water sports,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WEIGHTLIFTING_P19,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week (grouped): Weightlifting or powerlifting,YES,"[w2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WEIGHTSCLASS_P09,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Weights-based class,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WEIGHTS_E04,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week (grouped): Weights session,YES,"[w2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WHEELCHBASKETBALL_F08,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Wheelchair Basketball,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WHEELCHRUGBY_F05,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Wheelchair Rugby,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WINTER_C10,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Winter sports,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_WRESTLING_J09,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Wrestling,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_XFIT_P23,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Cross fit,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_XTRAINING_P21,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Cross training,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_XTRAINMACHINE_P11,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week (grouped): Cross training machine,YES,"[w2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATIONGR_YOGA_P02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week (grouped): Yoga,YES,"[w1,2,3,4,5,6,7,8] 1=0-29|2=30-59|3=60-149|4=150+"
DURATION_ABSEILING_H03,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Abseiling,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_ACTPLAY_I10,6;7;8,3,6,8,Duration: Minutes per week: Active play such as throwing or catching a ball or play activities with children,YES,"[w6,7,8] "
DURATION_ACTTRAV_C03,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Active Travel,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_ADVENTURE_D01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Adventure sports,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_ADVWATERSPORT_C07,1;2;3;4;5;6;7;8,8,1,8,"Duration: Minutes per week: Adventure, outdoor and water sports",YES,"[w1,2,3,4,5,6,7,8] "
DURATION_AIKIDO_S04,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Aikido,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_AIRGUN_S08,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Airgun (including pistol),YES,"[w1,2,3,4,5,6,7,8] "
DURATION_ANGLING_I01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Angling,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_ARCHERY_J01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Archery,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_ATHLETICS_D03,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Athletics,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BADMINTON_G02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Badminton,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BASESOFTBALL_F13,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Baseball or Softball,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BASKETBALL_F07,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Basketball,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BOCCIA_L11,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Boccia,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BODYWEIGHT_P25,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Body weight exercises,YES,"[w2,3,4,5,6,7,8] "
DURATION_BOOTCAMP_P22,1;2;3;4;5;6;7;8,8,1,8,"Duration: Minutes per week: Bootcamp (e.g. drill sergeant, military fitness)",YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BOULES_L12,1;2;3;4;5;6;7;8,8,1,8,"Duration: Minutes per week: Boules, petanque, deck bowls",YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BOWLSBOULES_C12,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Bowls or boules,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BOWLSCARPET_U18,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Carpet bowls,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BOWLSCROWNGREEN_U19,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Crown green bowls,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BOWLSFLATGREEN_U20,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Flat green bowls,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BOWLSSHORTMAT_U23,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Short mat bowls,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BOWLS_L10,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Bowls,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BOXCLASS_P03,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Boxing class,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BOXINGTRAD_S01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Boxing (traditional),YES,"[w1,2,3,4,5,6,7,8] "
DURATION_BOXING_J02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Boxing,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CANOEING_H09,1;2;3;4;5;6;7;8,8,1,8,"Duration: Minutes per week: Canoeing, kayaking, rafting or paddleboarding",YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CANOE_R09,8,1,8,8,"Duration: Minutes per week: Canoeing, kayaking or rafting",YES,[w8] 
DURATION_CARDIOCLASS_P04,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Cardio class,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CAVING_H02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Caving or pot holing,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CHEERLEADING_L15,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Cheerleading,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CIRCUITS_P20,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Circuit training,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CLIMBBOULD_H16,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Climbing or bouldering,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CLIMBWALL_R02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Climbing or bouldering wall,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_COMBATTARGET_C09,1;2;3;4;5;6;7;8,8,1,8,"Duration: Minutes per week: Combat sports, martial arts or target sports",YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CORECLASS_P05,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Core strength class,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CRICKETLONG_Q06,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Long form cricket match (e.g. 40-50 overs),YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CRICKETNETPRAC_Q09,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Cricket nets or practice,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CRICKETOTH_Q12,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Other cricket,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CRICKETSHORT_Q07,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Short form cricket match (e.g. 20:20),YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CRICKET_F02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Cricket,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CROQUET_I05,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Croquet,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCALL_C02,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Cycling,YES,"[w2,3,4,5,6,7,8] "
DURATION_CYCALL_NOEXBIKE_D05,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Any cycling excluding exercise bike and spinning,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCBMX_N03,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: BMX,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCCROSS_N06,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Cyclo-cross,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCLECLASS_P06,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Cycle class,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCLEISSPORT_B03,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Cycling for leisure and sport,YES,"[w2,3,4,5,6,7,8] "
DURATION_CYCLEISURE_N01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Cycling for leisure,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCMOUNTAIN_N02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Mountain biking,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCROAD_N04,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Road cycling or racing,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCTRACK_N05,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Track cycling,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCTRAV_B04,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Cycling for travel,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCWALK_LEISURE_D09,1;2;3;4;5;6;7;8,8,1,8,"Duration: Minutes per week: Any walking or cycling for leisure excluding exercise bike, and spinning",YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCWALK_NOEXBIKE_D07,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Any walking or cycling excluding exercise bike and spinning,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCWALK_NOHILLEXBIKE_D08,1;2;3;4;5;6;7;8,8,1,8,"Duration: Minutes per week: Any walking or cycling excluding hill walking, exercise bike and spinning",YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYCWALK_TRAVEL_D10,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Any walking or cycling for travel,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_CYC_OLD_M02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Cycling_old,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_DANCEALL_C04,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Dance,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_DANCEART_B05,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Creative or artistic dance,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_DANCECLASS_P07,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Dance-based class,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_DANCEOTHER_O01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Other types of dancing,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_DARTS_I08,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Darts,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_DIVING_U05,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Diving,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_DODGEBALL_F12,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Dodgeball,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_DRIVINGRANGE_U10,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Driving range,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_EQUESTDRESSAGE_U15,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Dressage,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_EQUESTEVENTING_U16,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Eventing,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_EQUESTHACKING_U12,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Hacking or pony trekking,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_EQUESTOTHER_U17,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Other horse riding,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_EQUESTSCHOOLING_U13,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Schooling,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_EQUESTSHOWJUMP_U14,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Show jumping,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_EQUEST_L09,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Equestrian,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_EXBIKE_P12,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Exercise bike,YES,"[w2,3,4,5,6,7,8] "
DURATION_EXMACHINESOTHER_P16,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Other exercise machine,YES,"[w2,3,4,5,6,7,8] "
DURATION_EXMACHINES_E03,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Exercise machines,YES,"[w2,3,4,5,6,7,8] "
DURATION_FELLRUNNING_L04,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Fell running,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_FENCING_J03,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Fencing,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_FITCLASS_E02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Fitness class,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_FITNESS_B06,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Fitness activities,YES,"[w2,3,4,5,6,7,8] "
DURATION_FOOTBALL11_Q01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: 11 a-side football,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_FOOTBALLOTHER_Q05,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Other football,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_FOOTBALLSMALL_Q02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Small sided football,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_FOOTBALLWALK_Q04,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Walking football,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_FOOTBALL_F01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Football,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_FREEWEIGHTS_P18,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Free weights,YES,"[w2,3,4,5,6,7,8] "
DURATION_FRISBEE_I03,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Frisbee or ultimate frisbee,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_FUTSAL_Q03,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Futsal,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GARDENTRAMP_L14,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Garden trampolining,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GARD_B08,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Gardening,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GENERICFITNESS_E06,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Generic fitness training,YES,"[w2,3,4,5,6,7,8] "
DURATION_GLIDING_H08,1;2;3;4;5;6;7;8,8,1,8,"Duration: Minutes per week: Gliding, paragliding or handgliding",YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GOALBALL_F15,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Goalball,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GOLFADV_U11,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Adventure or crazy golf,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GOLFFULL_U08,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Full course golf,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GOLFSHORT_U09,1;2;3;4;5;6;7;8,8,1,8,"Duration: Minutes per week: Short course golf, par 3, pitch and putt, putting",YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GOLF_L08,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Golf,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GYMNASTICSONLY_U24,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Gymnastics,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GYMNASTICS_L13,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Gymnastics,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GYMTRAMPCHEER_C13,1;2;3;4;5;6;7;8,8,1,8,"Duration: Minutes per week: Gymnastics, trampolining or cheerleading",YES,"[w1,2,3,4,5,6,7,8] "
DURATION_GYM_E01,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Gym session,YES,"[w2,3,4,5,6,7,8] "
DURATION_HANDBALL_F16,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Handball,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_HIGHROPES_H14,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: High ropes,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_HIIT_P24,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: High intensity,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_HILLWALK_H15,3;4;5;6;7;8,6,3,8,"Duration: Minutes per week: Hill and mountain walking, hiking, mountaineering",YES,"[w3,4,5,6,7,8] "
DURATION_HILLWALK_R03,1;2,2,1,2,"Duration: Minutes per week: Hill and mountain walking, hiking, mountaineering (ONLINE ONLY)",YES,"[w1,2] "
DURATION_HILLWALK_R06,3;4;5;6;7;8,6,3,8,Duration: Minutes per week: Hill or mountain walking or hiking,YES,"[w3,4,5,6,7,8] "
DURATION_HOCKEY_F09,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Hockey,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_HULAHOOP_P27,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Hula hooping,YES,"[w2,3,4,5,6,7,8] "
DURATION_ICEHOCKEY_K03,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Ice hockey,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_ICESKATING_I02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Ice skating,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_INFORMAL_C15,6;7;8,3,6,8,Duration: Minutes per week: Informal Activity and Active Play,YES,"[w6,7,8] "
DURATION_INTSESSION_E05,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Interval sessions,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_JUDO_J04,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Judo,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_JUJITSU_S03,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Ju-Jitsu,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_KARATE_S02,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Karate,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_KARTING_U26,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Karting or go-karting,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_KITESURF_R08,8,1,8,8,Duration: Minutes per week: Kite surfing,YES,[w8] 
DURATION_LACROSSE_F14,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Lacrosse,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_LEISURE_C08,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Leisure activities and games,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_LIFESAVING_H13,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Life-saving,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_MARTIALCHINESE_S05,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Chinese martial arts,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_MARTIALOTHER_S06,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Other martial arts,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_MARTIAL_J07,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Martial Arts,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_MODPENT_L06,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Modern Pentathlon,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_MOTORCARRACE_U28,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Motorcar racing,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_MOTORCYCRACE_U27,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Motorcycle racing,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_MOTORSPORTS_L18,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Motor sports,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_MOUNTAIN_H01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Climbing or Mountaineering,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_MOUNTSCRAM_R05,3;4;5;6;7;8,6,3,8,Duration: Minutes per week: Mountaineering and scrambling,YES,"[w3,4,5,6,7,8] "
DURATION_NETBALL_F06,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Netball,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_OBSTACLE_L07,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Obstacle course (e.g. Tough Mudder),YES,"[w1,2,3,4,5,6,7,8] "
DURATION_ORIENTEERING_H04,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Orienteering,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_OTHERFITCLASS_P10,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Other fitness or exercise class,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_PADDLE_R10,8,1,8,8,Duration: Minutes per week: Paddleboarding,YES,[w8] 
DURATION_PADEL_G06,8,1,8,8,Duration: Minutes per week: Padel,YES,[w8] 
DURATION_PARKOUR_H05,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Parkour or free running,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_PICKLEBALL_G05,8,1,8,8,Duration: Minutes per week: Pickleball,YES,[w8] 
DURATION_PILATES_P01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Pilates,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_POOL_I07,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Pool,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_RACKETSPORT_C06,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Racket sports,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_RESISTMACHINE_P17,2;3;4;5;6;7;8,7,2,8,Duration: Minutes per week: Resistance weights machines,YES,"[w2,3,4,5,6,7,8] "
DURATION_RIFLE_S09,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Rifle,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_ROCKCLIMB_R01,1;2;3;4;5;6;7;8,8,1,8,Duration: Minutes per week: Rock climbing or bouldering,YES,"[w1,2,3,4,5,6,7,8] "
DURATION_ROLLERSKATING_L16,1;2;3;4;5;6;7;8,8,1,8,"Duration: Minutes per week: Rollerskating, inline skating, rollerblading",YES,"[w1,2,3,4,5,6,7,8] "
